customer,cart_additions,chain_length
customer12800,0,1
customer12801,0,1
customer12802,0,1
customer12803,0,1
customer12804,2,1
customer12805,0,1
customer12806,0,1
customer12807,0,1
customer12808,0,1
customer12809,0,1
customer12810,0,1
customer12811,0,1
customer12812,0,1
customer12813,0,1
customer12814,0,1
customer12815,0,1
customer12816,0,1
customer12817,0,7
customer12818,0,3
customer12819,0,1
customer12820,0,4
customer12821,0,1
customer12822,1,3
customer12823,10,1
customer12824,0,1
customer12825,0,1
customer12826,0,1
customer12827,0,1
customer12828,0,1
customer12829,0,1
customer12830,0,3
customer12831,0,3
customer12832,0,1
customer12833,0,1
customer12834,0,1
customer12835,0,1
customer12836,0,4
customer12837,0,2
customer12838,0,1
customer12839,0,1
customer12840,0,1
customer12841,0,1
customer12842,0,1
customer12843,0,1
customer12844,3,2
customer12845,1,2
customer12846,0,1
customer12847,0,1
customer12848,0,11
customer12849,0,1
customer12850,0,1
customer12851,0,2
customer12852,0,1
customer12853,2,1
customer12854,0,1
customer12855,2,1
customer12856,0,1
customer12857,0,1
customer12858,0,1
customer12859,5,8
customer12860,0,1
customer12861,0,1
customer12862,0,1
customer12863,0,8
customer12864,0,1
customer12865,0,1
customer12866,0,5
customer12867,0,2
customer12868,0,1
customer12869,0,2
customer12870,0,2
customer12871,0,1
customer12872,0,1
customer12873,0,1
customer12874,0,1
customer12875,0,2
customer12876,0,1
customer12877,0,1
customer12878,0,1
customer12879,0,1
customer12880,0,1
customer12881,0,1
customer12882,0,1
customer12883,0,6
customer12884,0,1
customer12885,0,1
customer12886,0,9
customer12887,1,1
customer12888,0,1
customer12889,0,1
customer12890,0,1
customer12891,0,1
customer12892,2,1
customer12893,0,2
customer12894,0,2
customer12895,1,2
customer12896,0,1
customer12897,0,1
customer12898,0,1
customer12899,0,1
customer12900,0,1
customer12901,0,1
customer12902,0,1
customer12903,0,1
customer12904,0,1
customer12905,0,1
customer12906,0,1
customer12907,0,1
customer12908,0,1
customer12909,0,1
customer12910,0,1
customer12911,0,1
customer12912,0,1
customer12913,0,1
customer12914,0,1
customer12915,0,1
customer12916,0,1
customer12917,2,2
customer12918,0,1
customer12919,0,4
customer12920,0,1
customer12921,0,1
customer12922,0,1
customer12923,0,1
customer12924,0,1
customer12925,2,1
customer12926,0,1
customer12927,0,1
customer12928,0,1
customer12929,1,1
customer12930,0,1
customer12931,0,1
customer12932,0,1
customer12933,0,1
customer12934,0,1
customer12935,0,1
customer12936,0,1
customer12937,0,1
customer12938,0,1
customer12939,0,1
customer12940,0,1
customer12941,0,1
customer12942,0,1
customer12943,0,2
customer12944,0,1
customer12945,0,2
customer12946,0,1
customer12947,0,1
customer12948,0,1
customer12949,2,1
customer12950,0,1
customer12951,0,1
customer12952,1,4
customer12953,0,1
customer12954,0,1
customer12955,0,1
customer12956,2,3
customer12957,1,1
customer12958,15,2
customer12959,0,6
customer12960,0,1
customer12961,0,1
customer12962,4,2
customer12963,0,1
customer12964,0,1
customer12965,0,1
customer12966,0,2
customer12967,0,1
customer12968,0,1
customer12969,0,1
customer12970,0,1
customer12971,1,8
customer12972,0,2
customer12973,0,3
customer12974,0,1
customer12975,0,1
customer12976,0,1
customer12977,2,2
customer12978,0,1
customer12979,0,1
customer12980,0,3
customer12981,6,1
customer12982,0,1
customer12983,0,1
customer12984,0,1
customer12985,0,1
customer12986,0,1
customer12987,0,2
customer12988,0,1
customer12989,0,1
customer12990,0,1
customer12991,0,1
customer12992,0,1
customer12993,0,1
customer12994,0,1
customer12995,0,1
customer12996,0,1
customer12997,0,1
customer12998,0,1
customer12999,0,1
customer13000,0,1
customer13001,0,1
customer13002,0,1
customer13003,0,4
customer13004,0,1
customer13005,0,1
customer13006,0,1
customer13007,0,1
customer13008,0,1
customer13009,0,1
customer13010,0,1
customer13011,0,1
customer13012,0,1
customer13013,0,1
customer13014,0,2
customer13015,0,1
customer13016,0,2
customer13017,0,1
customer13018,0,1
customer13019,0,1
customer13020,0,2
customer13021,0,2
customer13022,0,1
customer13023,0,1
customer13024,0,1
customer13025,0,1
customer13026,0,1
customer13027,6,1
customer13028,0,1
customer13029,0,1
customer13030,0,1
customer13031,0,1
customer13032,0,1
customer13033,0,1
customer13034,0,2
customer13035,0,1
customer13036,0,2
customer13037,0,1
customer13038,0,1
customer13039,0,1
customer13040,0,1
customer13041,2,1
customer13042,0,1
customer13043,0,1
customer13044,0,1
customer13045,0,1
customer13046,0,1
customer13047,0,1
customer13048,0,1
customer13049,0,1
customer13050,0,1
customer13051,0,1
customer13052,0,1
customer13053,0,1
customer13054,0,1
customer13055,0,1
customer13056,0,3
customer13057,0,5
customer13058,0,1
customer13059,29,2
customer13060,0,4
customer13061,0,1
customer13062,0,1
customer13063,0,3
customer13064,0,1
customer13065,0,1
customer13066,7,1
customer13067,0,1
customer13068,0,1
customer13069,0,2
customer13070,0,1
customer13071,0,1
customer13072,0,3
customer13073,0,3
customer13074,0,1
customer13075,0,1
customer13076,0,1
customer13077,0,1
customer13078,0,1
customer13079,0,1
customer13080,0,1
customer13081,0,1
customer13082,0,1
customer13083,3,3
customer13084,0,1
customer13085,0,2
customer13086,0,1
customer13087,0,1
customer13088,0,1
customer13089,16,4
customer13090,0,1
customer13091,0,1
customer13092,0,1
customer13093,0,1
customer13094,0,2
customer13095,0,1
customer13096,0,1
customer13097,0,1
customer13098,0,7
customer13099,0,5
customer13100,0,1
customer13101,0,1
customer13102,0,2
customer13103,0,1
customer13104,0,1
customer13105,0,1
customer13106,0,2
customer13107,0,2
customer13108,0,1
customer13109,0,1
customer13110,0,3
customer13111,0,1
customer13112,0,1
customer13113,0,1
customer13114,0,2
customer13115,0,13
customer13116,2,3
customer13117,0,1
customer13118,0,1
customer13119,0,1
customer13120,0,1
customer13121,0,1
customer13122,0,1
customer13123,0,1
customer13124,0,1
customer13125,0,2
customer13126,0,1
customer13127,9,1
customer13128,0,1
customer13129,0,1
customer13130,0,2
customer13131,1,6
customer13132,0,1
customer13133,0,1
customer13134,3,4
customer13135,0,1
customer13136,0,2
customer13137,0,1
customer13138,0,1
customer13139,0,1
customer13140,0,1
customer13141,0,1
customer13142,0,1
customer13143,4,5
customer13144,0,1
customer13145,0,1
customer13146,0,1
customer13147,0,1
customer13148,0,1
customer13149,0,1
customer13150,8,1
customer13151,0,1
customer13152,0,1
customer13153,4,4
customer13154,0,1
customer13155,0,1
customer13156,4,1
customer13157,0,1
customer13158,0,1
customer13159,0,1
customer13160,3,1
customer13161,0,1
customer13162,0,2
customer13163,0,2
customer13164,0,1
customer13165,0,1
customer13166,0,1
customer13167,0,1
customer13168,0,1
customer13169,0,9
customer13170,1,1
customer13171,0,1
customer13172,0,1
customer13173,0,1
customer13174,4,1
customer13175,0,1
customer13176,0,4
customer13177,0,6
customer13178,0,20
customer13179,1,2
customer13180,0,1
customer13181,0,2
customer13182,0,1
customer13183,0,1
customer13184,0,1
customer13185,0,1
customer13186,0,1
customer13187,0,1
customer13188,0,1
customer13189,0,1
customer13190,0,1
customer13191,0,1
customer13192,0,1
customer13193,0,3
customer13194,0,1
customer13195,0,1
customer13196,0,1
customer13197,0,1
customer13198,0,1
customer13199,0,3
customer13200,0,1
customer13201,4,1
customer13202,0,1
customer13203,0,1
customer13204,0,1
customer13205,0,1
customer13206,0,1
customer13207,0,1
customer13208,1,6
customer13209,0,3
customer13210,0,1
customer13211,0,1
customer13212,0,6
customer13213,0,1
customer13214,0,1
customer13215,0,1
customer13216,0,1
customer13217,0,1
customer13218,0,1
customer13219,0,1
customer13220,0,1
customer13221,0,1
customer13222,0,1
customer13223,0,1
customer13224,0,1
customer13225,0,18
customer13226,0,1
customer13227,0,3
customer13228,0,1
customer13229,0,1
customer13230,0,1
customer13231,0,1
customer13232,0,1
customer13233,0,1
customer13234,1,1
customer13235,0,3
customer13236,0,1
customer13237,5,4
customer13238,0,1
customer13239,0,1
customer13240,0,1
customer13241,0,1
customer13242,0,1
customer13243,0,1
customer13244,0,1
customer13245,0,1
customer13246,0,4
customer13247,0,1
customer13248,0,1
customer13249,0,1
customer13250,0,2
customer13251,0,1
customer13252,0,1
customer13253,0,1
customer13254,0,1
customer13255,0,1
customer13256,0,2
customer13257,0,1
customer13258,0,2
customer13259,0,2
customer13260,0,1
customer13261,0,1
customer13262,4,2
customer13263,0,1
customer13264,0,12
customer13265,0,2
customer13266,0,1
customer13267,0,1
customer13268,0,1
customer13269,0,4
customer13270,3,3
customer13271,0,1
customer13272,0,1
customer13273,0,1
customer13274,0,1
customer13275,0,1
customer13276,0,1
customer13277,0,1
customer13278,0,1
customer13279,0,1
customer13280,0,1
customer13281,0,2
customer13282,0,4
customer13283,0,1
customer13284,0,1
customer13285,0,1
customer13286,0,1
customer13287,0,1
customer13288,0,17
customer13289,0,1
customer13290,0,1
customer13291,0,1
customer13292,0,1
customer13293,0,1
customer13294,0,1
customer13295,0,1
customer13296,0,1
customer13297,0,1
customer13298,0,1
customer13299,0,1
customer13300,0,1
customer13301,0,1
customer13302,0,2
customer13303,0,1
customer13304,0,1
customer13305,0,5
customer13306,0,1
customer13307,0,1
customer13308,0,1
customer13309,0,1
customer13310,0,1
customer13311,0,1
customer13312,0,1
customer13313,0,1
customer13314,5,1
customer13315,16,2
customer13316,0,1
customer13317,0,1
customer13318,0,1
customer13319,0,1
customer13320,9,3
customer13321,0,1
customer13322,0,1
customer13323,3,1
customer13324,0,1
customer13325,0,1
customer13326,6,5
customer13327,0,1
customer13328,0,1
customer13329,0,1
customer13330,0,1
customer13331,0,1
customer13332,0,1
customer13333,0,1
customer13334,0,1
customer13335,0,1
customer13336,0,1
customer13337,0,8
customer13338,0,1
customer13339,0,1
customer13340,0,1
customer13341,0,1
customer13342,0,1
customer13343,0,1
customer13344,0,1
customer13345,0,11
customer13346,0,1
customer13347,0,1
customer13348,0,1
customer13349,0,3
customer13350,0,1
customer13351,0,1
customer13352,0,1
customer13353,0,1
customer13354,0,1
customer13355,0,1
customer13356,0,1
customer13357,0,5
customer13358,0,6
customer13359,18,1
customer13360,0,1
customer13361,0,5
customer13362,0,1
customer13363,0,1
customer13364,0,1
customer13365,0,1
customer13366,0,1
customer13367,0,1
customer13368,0,1
customer13369,0,1
customer13370,0,2
customer13371,0,1
customer13372,5,3
customer13373,0,1
customer13374,0,1
customer13375,0,3
customer13376,0,1
customer13377,0,1
customer13378,0,1
customer13379,0,5
customer13380,0,1
customer13381,0,1
customer13382,0,1
customer13383,0,9
customer13384,0,1
customer13385,0,1
customer13386,0,2
customer13387,0,1
customer13388,0,3
customer13389,0,1
customer13390,0,2
customer13391,0,2
customer13392,0,1
customer13393,0,1
customer13394,0,1
customer13395,0,1
customer13396,0,1
customer13397,0,1
customer13398,0,1
customer13399,0,1
customer13400,0,1
customer13401,0,1
customer13402,0,1
customer13403,0,1
customer13404,0,1
customer13405,0,3
customer13406,0,1
customer13407,0,2
customer13408,0,7
customer13409,0,1
customer13410,0,1
customer13411,0,2
customer13412,0,1
customer13413,0,1
customer13414,2,6
customer13415,0,1
customer13416,0,1
customer13417,0,4
customer13418,0,1
customer13419,0,1
customer13420,0,1
customer13421,0,1
customer13422,0,1
customer13423,0,2
customer13424,0,4
customer13425,0,1
customer13426,0,1
customer13427,0,1
customer13428,0,1
customer13429,0,1
customer13430,0,1
customer13431,0,1
customer13432,0,1
customer13433,0,1
customer13434,0,2
customer13435,0,1
customer13436,0,1
customer13437,0,1
customer13438,0,1
customer13439,0,1
customer13440,0,1
customer13441,0,1
customer13442,0,1
customer13443,0,1
customer13444,0,5
customer13445,0,3
customer13446,0,5
customer13447,0,1
customer13448,0,1
customer13449,0,1
customer13450,0,1
customer13451,0,1
customer13452,0,1
customer13453,0,1
customer13454,0,3
customer13455,0,1
customer13456,0,1
customer13457,0,1
customer13458,0,1
customer13459,1,2
customer13460,0,1
customer13461,0,1
customer13462,3,2
customer13463,6,1
customer13464,7,1
customer13465,0,1
customer13466,0,2
customer13467,5,1
customer13468,0,1
customer13469,0,1
customer13470,0,1
customer13471,0,1
customer13472,0,1
customer13473,0,1
customer13474,0,2
customer13475,0,1
customer13476,0,1
customer13477,0,1
customer13478,0,1
customer13479,0,1
customer13480,0,1
customer13481,0,1
customer13482,0,1
customer13483,0,1
customer13484,1,1
customer13485,12,1
customer13486,0,1
customer13487,0,1
customer13488,0,1
customer13489,0,3
customer13490,0,1
customer13491,0,2
customer13492,0,1
customer13493,1,3
customer13494,0,1
customer13495,0,1
customer13496,3,1
customer13497,0,5
customer13498,0,1
customer13499,0,1
customer13500,0,2
customer13501,6,1
customer13502,0,1
customer13503,0,1
customer13504,2,4
customer13505,0,2
customer13506,0,1
customer13507,0,1
customer13508,0,1
customer13509,0,5
customer13510,0,1
customer13511,0,1
customer13512,2,1
customer13513,0,1
customer13514,0,1
customer13515,0,1
customer13516,0,1
customer13517,0,1
customer13518,0,1
customer13519,0,7
customer13520,0,3
customer13521,0,1
customer13522,0,1
customer13523,0,2
customer13524,0,1
customer13525,0,1
customer13526,0,1
customer13527,0,1
customer13528,0,1
customer13529,0,1
customer13530,2,3
customer13531,0,2
customer13532,5,1
customer13533,0,1
customer13534,0,1
customer13535,0,1
customer13536,0,1
customer13537,0,1
customer13538,0,1
customer13539,0,2
customer13540,0,4
customer13541,0,1
customer13542,0,1
customer13543,0,1
customer13544,0,1
customer13545,0,1
customer13546,0,1
customer13547,0,1
customer13548,0,1
customer13549,0,1
customer13550,0,1
customer13551,0,1
customer13552,0,1
customer13553,0,1
customer13554,0,1
customer13555,0,1
customer13556,0,1
customer13557,1,1
customer13558,0,1
customer13559,0,1
customer13560,0,2
customer13561,0,1
customer13562,0,1
customer13563,0,1
customer13564,0,5
customer13565,0,1
customer13566,0,1
customer13567,0,1
customer13568,0,1
customer13569,0,1
customer13570,0,3
customer13571,0,1
customer13572,0,1
customer13573,0,1
customer13574,0,1
customer13575,0,2
customer13576,0,1
customer13577,0,1
customer13578,0,1
customer13579,0,1
customer13580,0,1
customer13581,0,2
customer13582,0,1
customer13583,0,1
customer13584,0,1
customer13585,0,2
customer13586,0,1
customer13587,3,3
customer13588,2,3
customer13589,0,1
customer13590,1,5
customer13591,0,1
customer13592,0,2
customer13593,0,1
customer13594,0,1
customer13595,0,1
customer13596,0,1
customer13597,0,1
customer13598,20,2
customer13599,0,1
customer13600,0,1
customer13601,0,1
customer13602,0,1
customer13603,0,1
customer13604,0,1
customer13605,0,5
customer13606,0,1
customer13607,0,1
customer13608,0,1
customer13609,1,3
customer13610,0,1
customer13611,0,1
customer13612,2,3
customer13613,3,1
customer13614,0,10
customer13615,3,2
customer13616,0,7
customer13617,0,1
customer13618,0,2
customer13619,0,1
customer13620,0,1
customer13621,0,2
customer13622,0,1
customer13623,0,4
customer13624,0,3
customer13625,0,1
customer13626,0,1
customer13627,0,1
customer13628,14,2
customer13629,0,1
customer13630,0,4
customer13631,3,2
customer13632,0,1
customer13633,0,1
customer13634,0,1
customer13635,0,1
customer13636,0,1
customer13637,0,1
customer13638,13,1
customer13639,0,1
customer13640,2,1
customer13641,0,1
customer13642,0,1
customer13643,0,4
customer13644,0,1
customer13645,0,1
customer13646,0,2
customer13647,0,1
customer13648,0,1
customer13649,0,4
customer13650,0,1
customer13651,0,1
customer13652,0,1
customer13653,0,1
customer13654,0,1
customer13655,8,1
customer13656,0,1
customer13657,0,7
customer13658,0,1
customer13659,0,4
customer13660,0,3
customer13661,0,1
customer13662,0,2
customer13663,0,6
customer13664,0,1
customer13665,0,1
customer13666,0,3
customer13667,0,1
customer13668,0,1
customer13669,0,1
customer13670,0,1
customer13671,5,1
customer13672,0,1
customer13673,0,2
customer13674,0,5
customer13675,0,1
customer13676,0,1
customer13677,0,1
customer13678,0,1
customer13679,0,2
customer13680,6,6
customer13681,0,1
customer13682,0,1
customer13683,2,2
customer13684,0,1
customer13685,0,1
customer13686,0,4
customer13687,0,1
customer13688,0,2
customer13689,0,1
customer13690,0,2
customer13691,3,2
customer13692,0,1
customer13693,0,16
customer13694,0,1
customer13695,0,1
customer13696,5,1
customer13697,0,1
customer13698,0,1
customer13699,0,1
customer13700,0,1
customer13701,0,1
customer13702,0,1
customer13703,1,1
customer13704,0,1
customer13705,0,1
customer13706,0,1
customer13707,0,1
customer13708,0,1
customer13709,0,1
customer13710,0,5
customer13711,0,1
customer13712,0,1
customer13713,0,1
customer13714,0,1
customer13715,0,2
customer13716,0,1
customer13717,4,1
customer13718,0,1
customer13719,0,1
customer13720,0,1
customer13721,0,9
customer13722,0,1
customer13723,0,1
customer13724,2,2
customer13725,0,1
customer13726,3,1
customer13727,0,1
customer13728,0,1
customer13729,0,1
customer13730,0,4
customer13731,0,1
customer13732,0,1
customer13733,0,1
customer13734,1,1
customer13735,0,1
customer13736,0,1
customer13737,0,2
customer13738,0,1
customer13739,0,1
customer13740,14,22
customer13741,0,1
customer13742,0,3
customer13743,0,7
customer13744,0,1
customer13745,0,1
customer13746,0,6
customer13747,0,1
customer13748,0,1
customer13749,0,2
customer13750,0,1
customer13751,0,1
customer13752,0,1
customer13753,0,1
customer13754,0,4
customer13755,0,1
customer13756,0,1
customer13757,0,1
customer13758,11,2
customer13759,0,1
customer13760,0,1
customer13761,0,15
customer13762,0,3
customer13763,1,1
customer13764,0,1
customer13765,0,1
customer13766,0,1
customer13767,0,1
customer13768,0,1
customer13769,0,1
customer13770,0,1
customer13771,0,1
customer13772,0,1
customer13773,0,3
customer13774,0,4
customer13775,0,1
customer13776,0,1
customer13777,0,1
customer13778,0,1
customer13779,0,6
customer13780,0,6
customer13781,0,1
customer13782,0,4
customer13783,0,1
customer13784,14,3
customer13785,0,1
customer13786,0,1
customer13787,12,8
customer13788,0,1
customer13789,1,2
customer13790,0,1
customer13791,0,1
customer13792,0,1
customer13793,0,1
customer13794,0,1
customer13795,0,1
customer13796,0,1
customer13797,0,1
customer13798,0,1
customer13799,0,1
customer13800,0,1
customer13801,0,1
customer13802,0,3
customer13803,0,1
customer13804,0,2
customer13805,0,1
customer13806,0,1
customer13807,0,1
customer13808,0,3
customer13809,0,6
customer13810,0,1
customer13811,0,1
customer13812,0,1
customer13813,8,1
customer13814,0,1
customer13815,2,2
customer13816,0,1
customer13817,0,1
customer13818,0,1
customer13819,0,1
customer13820,0,1
customer13821,0,2
customer13822,0,1
customer13823,0,1
customer13824,0,1
customer13825,0,2
customer13826,0,1
customer13827,0,1
customer13828,0,2
customer13829,0,1
customer13830,0,1
customer13831,5,2
customer13832,0,7
customer13833,0,1
customer13834,0,1
customer13835,0,2
customer13836,0,1
customer13837,0,1
customer13838,0,1
customer13839,0,1
customer13840,0,1
customer13841,0,3
customer13842,0,2
customer13843,5,2
customer13844,0,1
customer13845,0,3
customer13846,0,1
customer13847,0,1
customer13848,0,5
customer13849,0,1
customer13850,0,1
customer13851,0,2
customer13852,0,1
customer13853,0,1
customer13854,0,1
customer13855,0,1
customer13856,0,1
customer13857,0,1
customer13858,0,1
customer13859,0,1
customer13860,0,1
customer13861,0,1
customer13862,0,1
customer13863,0,1
customer13864,3,1
customer13865,0,1
customer13866,0,1
customer13867,0,1
customer13868,0,1
customer13869,0,1
customer13870,0,1
customer13871,0,5
customer13872,2,1
customer13873,0,4
customer13874,0,1
customer13875,0,4
customer13876,0,1
customer13877,1,1
customer13878,0,1
customer13879,0,1
customer13880,0,1
customer13881,0,1
customer13882,0,1
customer13883,0,1
customer13884,0,1
customer13885,0,1
customer13886,0,5
customer13887,0,1
customer13888,0,1
customer13889,0,1
customer13890,0,1
customer13891,0,1
customer13892,0,1
customer13893,2,1
customer13894,0,1
customer13895,0,2
customer13896,0,1
customer13897,0,1
customer13898,0,1
customer13899,0,2
customer13900,3,1
customer13901,0,1
customer13902,0,1
customer13903,0,1
customer13904,0,1
customer13905,0,6
customer13906,0,1
customer13907,0,1
customer13908,0,1
customer13909,0,1
customer13910,0,4
customer13911,0,1
customer13912,0,1
customer13913,0,1
customer13914,17,10
customer13915,0,1
customer13916,4,2
customer13917,0,1
customer13918,3,3
customer13919,0,1
customer13920,1,2
customer13921,0,1
customer13922,0,1
customer13923,5,2
customer13924,0,1
customer13925,0,1
customer13926,0,1
customer13927,0,5
customer13928,0,1
customer13929,0,3
customer13930,0,1
customer13931,0,1
customer13932,0,1
customer13933,0,1
customer13934,0,1
customer13935,0,1
customer13936,0,1
customer13937,0,1
customer13938,0,2
customer13939,0,9
customer13940,0,1
customer13941,0,2
customer13942,0,1
customer13943,0,2
customer13944,0,1
customer13945,0,1
customer13946,0,1
customer13947,0,1
customer13948,0,1
customer13949,0,2
customer13950,0,1
customer13951,0,1
customer13952,0,1
customer13953,0,1
customer13954,0,1
customer13955,0,1
customer13956,0,1
customer13957,0,1
customer13958,0,1
customer13959,0,1
customer13960,0,1
customer13961,0,1
customer13962,0,1
customer13963,0,1
customer13964,0,1
customer13965,0,1
customer13966,0,2
customer13967,0,1
customer13968,0,1
customer13969,0,2
customer13970,0,1
customer13971,7,1
customer13972,0,2
customer13973,0,1
customer13974,0,1
customer13975,0,1
customer13976,0,1
customer13977,0,1
customer13978,0,1
customer13979,0,8
customer13980,0,1
customer13981,0,1
customer13982,0,1
customer13983,0,1
customer13984,3,1
customer13985,0,15
customer13986,0,1
customer13987,3,3
customer13988,0,1
customer13989,0,4
customer13990,0,2
customer13991,0,1
customer13992,2,1
customer13993,0,1
customer13994,0,2
customer13995,0,1
customer13996,0,1
customer13997,0,1
customer13998,0,1
customer13999,0,1
customer14000,0,1
customer14001,0,1
customer14002,0,1
customer14003,0,15
customer14004,0,1
customer14005,0,3
customer14006,0,2
customer14007,3,1
customer14008,0,1
customer14009,0,2
customer14010,0,3
customer14011,0,1
customer14012,0,1
customer14013,0,1
customer14014,0,1
customer14015,0,1
customer14016,0,1
customer14017,0,1
customer14018,2,1
customer14019,0,1
customer14020,0,1
customer14021,0,1
customer14022,0,1
customer14023,0,2
customer14024,0,1
customer14025,0,1
customer14026,0,1
customer14027,0,2
customer14028,0,1
customer14029,0,1
customer14030,1,2
customer14031,0,1
customer14032,0,1
customer14033,0,1
customer14034,0,1
customer14035,0,4
customer14036,0,1
customer14037,0,1
customer14038,0,2
customer14039,0,1
customer14040,2,1
customer14041,0,1
customer14042,0,1
customer14043,0,1
customer14044,0,1
customer14045,0,1
customer14046,0,1
customer14047,0,1
customer14048,10,9
customer14049,0,1
customer14050,0,1
customer14051,0,2
customer14052,8,2
customer14053,1,1
customer14054,0,1
customer14055,0,1
customer14056,0,1
customer14057,0,1
customer14058,0,1
customer14059,0,1
customer14060,0,1
customer14061,0,1
customer14062,0,1
customer14063,0,1
customer14064,0,4
customer14065,0,4
customer14066,0,2
customer14067,0,1
customer14068,4,1
customer14069,0,2
customer14070,0,3
customer14071,0,1
customer14072,0,1
customer14073,0,1
customer14074,0,5
customer14075,0,6
customer14076,0,1
customer14077,0,2
customer14078,0,1
customer14079,0,1
customer14080,0,1
customer14081,0,1
customer14082,0,2
customer14083,0,1
customer14084,0,1
customer14085,0,1
customer14086,0,1
customer14087,0,1
customer14088,0,1
customer14089,0,4
customer14090,0,2
customer14091,0,2
customer14092,0,1
customer14093,0,1
customer14094,0,1
customer14095,0,1
customer14096,0,1
customer14097,0,1
customer14098,0,2
customer14099,0,1
customer14100,1,3
customer14101,0,1
customer14102,0,1
customer14103,4,1
customer14104,0,4
customer14105,0,1
customer14106,0,1
customer14107,0,1
customer14108,3,1
customer14109,0,1
customer14110,0,1
customer14111,0,1
customer14112,0,1
customer14113,0,1
customer14114,0,1
customer14115,0,1
customer14116,1,3
customer14117,0,1
customer14118,0,3
customer14119,0,1
customer14120,0,1
customer14121,0,1
customer14122,0,1
customer14123,0,1
customer14124,0,1
customer14125,0,1
customer14126,0,1
customer14127,0,1
customer14128,5,1
customer14129,0,1
customer14130,0,1
customer14131,0,1
customer14132,1,1
customer14133,0,3
customer14134,0,1
customer14135,0,1
customer14136,0,1
customer14137,0,1
customer14138,0,1
customer14139,0,1
customer14140,0,4
customer14141,0,1
customer14142,0,1
customer14143,0,1
customer14144,0,1
customer14145,0,1
customer14146,0,1
customer14147,0,1
customer14148,0,1
customer14149,0,8
customer14150,0,2
customer14151,0,1
customer14152,0,1
customer14153,0,1
customer14154,0,1
customer14155,0,1
customer14156,7,1
customer14157,0,1
customer14158,0,1
customer14159,0,1
customer14160,0,1
customer14161,0,2
customer14162,0,2
customer14163,0,1
customer14164,0,1
customer14165,0,1
customer14166,1,1
customer14167,0,1
customer14168,0,1
customer14169,0,1
customer14170,0,1
customer14171,0,1
customer14172,0,2
customer14173,0,2
customer14174,0,1
customer14175,0,1
customer14176,0,1
customer14177,0,1
customer14178,0,1
customer14179,0,2
customer14180,0,2
customer14181,0,1
customer14182,0,1
customer14183,0,1
customer14184,0,2
customer14185,0,2
customer14186,0,1
customer14187,0,1
customer14188,0,1
customer14189,1,10
customer14190,0,4
customer14191,0,1
customer14192,0,3
customer14193,0,1
customer14194,9,2
customer14195,0,1
customer14196,0,1
customer14197,1,1
customer14198,11,1
customer14199,0,1
customer14200,0,1
customer14201,0,1
customer14202,0,1
customer14203,0,1
customer14204,0,4
customer14205,0,4
customer14206,0,1
customer14207,0,1
customer14208,0,1
customer14209,0,1
customer14210,1,2
customer14211,0,1
customer14212,3,1
customer14213,0,4
customer14214,10,2
customer14215,0,1
customer14216,1,2
customer14217,0,1
customer14218,0,1
customer14219,0,1
customer14220,0,1
customer14221,0,2
customer14222,0,1
customer14223,0,2
customer14224,0,1
customer14225,0,1
customer14226,0,1
customer14227,0,1
customer14228,0,2
customer14229,0,1
customer14230,0,1
customer14231,0,1
customer14232,0,1
customer14233,0,1
customer14234,0,1
customer14235,0,1
customer14236,0,1
customer14237,0,1
customer14238,0,1
customer14239,0,1
customer14240,0,3
customer14241,0,1
customer14242,0,1
customer14243,0,1
customer14244,0,3
customer14245,0,1
customer14246,0,1
customer14247,0,1
customer14248,0,1
customer14249,0,2
customer14250,0,1
customer14251,0,1
customer14252,0,1
customer14253,0,1
customer14254,0,1
customer14255,0,1
customer14256,0,1
customer14257,1,1
customer14258,7,1
customer14259,0,3
customer14260,0,1
customer14261,0,1
customer14262,0,1
customer14263,0,1
customer14264,0,1
customer14265,0,1
customer14266,0,1
customer14267,0,4
customer14268,0,1
customer14269,2,3
customer14270,0,1
customer14271,0,1
customer14272,6,3
customer14273,0,1
customer14274,0,1
customer14275,0,2
customer14276,0,1
customer14277,0,1
customer14278,0,1
customer14279,0,1
customer14280,0,1
customer14281,0,1
customer14282,0,1
customer14283,1,1
customer14284,0,1
customer14285,0,1
customer14286,0,1
customer14287,0,1
customer14288,0,3
customer14289,0,1
customer14290,0,1
customer14291,0,1
customer14292,0,1
customer14293,0,1
customer14294,3,1
customer14295,0,1
customer14296,0,1
customer14297,0,1
customer14298,0,2
customer14299,0,1
customer14300,0,1
customer14301,0,3
customer14302,0,1
customer14303,0,1
customer14304,0,1
customer14305,0,1
customer14306,0,2
customer14307,2,1
customer14308,0,1
customer14309,0,1
customer14310,0,1
customer14311,0,1
customer14312,0,1
customer14313,0,1
customer14314,0,1
customer14315,0,1
customer14316,0,1
customer14317,6,1
customer14318,0,1
customer14319,0,2
customer14320,0,8
customer14321,0,6
customer14322,0,2
customer14323,17,1
customer14324,0,1
customer14325,0,2
customer14326,3,4
customer14327,0,1
customer14328,0,1
customer14329,0,1
customer14330,0,2
customer14331,0,1
customer14332,0,1
customer14333,0,1
customer14334,0,1
customer14335,0,1
customer14336,0,1
customer14337,0,2
customer14338,0,1
customer14339,0,1
customer14340,0,1
customer14341,0,1
customer14342,0,1
customer14343,0,3
customer14344,0,1
customer14345,0,1
customer14346,0,1
customer14347,0,1
customer14348,0,1
customer14349,0,1
customer14350,0,1
customer14351,0,1
customer14352,0,1
customer14353,0,1
